timestamp,symbol,clean_text,original_sentiment,nlp_label,nlp_score
2026-06-20 14:27 ET,HQ,proof? where did you hear these quotrumors?quot,Bullish,neutral,0.9063
2026-06-20 14:27 ET,HQ,the market seems eager to support this name.,None,bullish,0.7984
2026-06-20 14:27 ET,HQ,huge buys ah wow,None,neutral,0.7623
2026-06-20 14:27 ET,HQ,"ok, i sold 500 of my 2100 warrents purchased while a spac at around 3.x a shr. for a 450 gain. i39ll let the rest ride quot like a cowboy, into the dawn of montanaquot!",Bullish,neutral,0.8647
2026-06-20 14:27 ET,QS,lets !!!,None,neutral,0.8843
2026-06-20 14:27 ET,QS,,Bullish,neutral,0.0
2026-06-20 14:27 ET,QS,honda not good enough to go 20,None,bearish,0.6993
2026-06-20 14:27 ET,QS,,None,neutral,0.0
2026-06-20 14:27 ET,QS,we need and they need us to beat tsla.,None,neutral,0.6614
2026-06-20 14:27 ET,QS,more jv news aplenty stay tune!!,None,neutral,0.9076
2026-06-20 14:27 ET,QS,"honda has went public and eagle doesn39t scale, come oneddai !",Bullish,neutral,0.8893
2026-06-20 14:27 ET,QS,nissan has been in the chat,Bullish,neutral,0.7578
2026-06-20 14:27 ET,QS,lets go 300 !!! possible by 2030,Bullish,neutral,0.8893
2026-06-20 14:27 ET,QS,honda is for real!!,Bullish,neutral,0.9126
2026-06-20 14:27 ET,ABUS,"imo, any kind of good new, i.e. partnership, should take us to at least 6.50 on short covering alone.",None,bullish,0.6073
2026-06-20 14:52 ET,BFLY,,Bullish,neutral,0.0
2026-06-20 14:52 ET,BFLY,,None,neutral,0.0
2026-06-20 14:52 ET,BFLY,"next few weeks will be epic! some will be speechless, others in disbelief, and many naysayers will tell you why ultrasound on chip technology isnt a game changer. bfly is no longer a medical device company. its a semiconductor company with extraordinary chip and a",Bullish,neutral,0.9153
2026-06-20 14:52 ET,BFLY,,None,neutral,0.0
2026-06-20 14:52 ET,BFLY,sa author was wasn39t sure about med-tech multiple versus high-margin saas mumtiple for bly and did not have the vision to see what39s coming. however i loved this reader39s vision and his persistence. i am new here. would love to see mayo man39s vision or stock,Bullish,neutral,0.8956
2026-06-20 14:52 ET,BFLY,your advisor is fired asap,None,bearish,0.8735
2026-06-20 14:52 ET,BFLY,dont be surprised when an offering comes to try and raise money to fund these machines to be built and sold. ive seen this happen all to much. better off holding a short position at these levels imo.,Bearish,neutral,0.779
2026-06-20 14:52 ET,BFLY,any buyout rumors? who would be the natural buyers for bfly?,None,neutral,0.9351
2026-06-20 14:52 ET,BFLY,"9,536 watcher reading up on this.",None,neutral,0.8215
2026-06-20 14:52 ET,BFLY,keep trending,None,neutral,0.9179
2026-06-20 14:52 ET,HQ,every one is taking profits!! target price back to 25 rated a strong sell!!,Bearish,bullish,0.8241
2026-06-20 14:52 ET,HQ,accumulation smells great in the morning.,Bullish,neutral,0.7782
2026-06-20 14:52 ET,HQ,40,Bullish,neutral,0.0
2026-06-20 14:52 ET,HQ,was out of this under 25 i think i made a mistake,None,bearish,0.7646
2026-06-20 14:52 ET,HQ,40 incoming..,Bullish,neutral,0.8544
2026-06-20 14:52 ET,HQ,looks like dillution coming up,Bearish,neutral,0.8055
2026-06-20 14:52 ET,HQ,strategy after this friday - sell puts or buy stocks - do not sell covered calls or go short after this friday until end july. infleqtion has a webinar on 24 june about their advancement in neutral atom anything out of the ordinary including fidelityupdates on ftqc,Bullish,neutral,0.9429
2026-06-20 14:52 ET,HQ,still has the lowest market cap in the quantum world.. average market cap for quantum computing is 5 billion.. owns 13 of hq. dell owns 8.. low float.. went from 7 to 44 in 5 trading days..,Bullish,bearish,0.6916
2026-06-20 14:52 ET,HQ,why is this going up,None,neutral,0.6946
2026-06-20 14:52 ET,HQ,40 incoming.. can we see this today?,Bullish,neutral,0.9241
2026-06-20 14:52 ET,QS,,None,neutral,0.0
2026-06-20 14:52 ET,QS,what the agreement actually is it is explicitly described as a joint research agreement and a multiyear plan focused on solidstate battery development and associated manufacturing processes. honda entered this phase after completing a technical evaluation of qss t,None,neutral,0.8695
2026-06-20 14:52 ET,QS,this thing will dump out after it runs.,None,neutral,0.6759
2026-06-20 14:52 ET,QS,would honda enter this agreement if production was an issue?,Bullish,neutral,0.8017
2026-06-20 14:52 ET,QS,"honda not just evs. honda world39s 1 powersports maker 20.7m scootersmopedsmotorcyclesyr, 40 share lawn mowers jet skis. honda tech has potential across a range of applications",None,neutral,0.8485
2026-06-20 14:52 ET,QS,24h trending!!!,None,neutral,0.8686
2026-06-20 14:52 ET,QS,so honda validated their technology? thats a huge deal folks,None,neutral,0.6719
2026-06-20 14:52 ET,QS,,Bullish,neutral,0.0
2026-06-20 14:52 ET,QS,"when powerco successfully flips the switch on high-volume, high-yield solid-state production using quantumscapes blueprint, it won39t just be an upgrade, it will be an extinction event for legacy liquid lithium-ion technology . let39s be honest here the shorts are be",Bullish,neutral,0.8275
2026-06-20 14:52 ET,QS,"honda didn39t just sign a press release. they put batteries through their own brutal in-house testing, stacked them against every competitor, and walked away saying the tech does things nobody else39s can.quot",None,neutral,0.8621
